date,urbanCPI,fedFunds,clcsHPI,buildPermits,constructionPI,delRate,houseSub,income,mortRate,constructionUn,totalHouse,totalConstSpend,urbanPop,unemploymentRate,imputeGDP,year,month,Factoryear,Factormonth
2020-11-01,260.813,0.09,233.254,1713,244.3,2.74,44.147,16368.1,2.765,1240,128451,2.7,82.664,6.7,22216.396333333334,2020,11,2020,11
2020-12-01,262.035,0.09,236.491,1760,248,2.74,44.147,16406.1,2.684,1386,128451,3.1,82.664,6.7,22408.290666666668,2020,12,2020,12
2021-01-01,262.65,0.09,239.497,1866,256.4,2.68,45.299,18107.3,2.735,1344,129224,3.2,82.873,6.3,22600.185,2021,1,2021,1
2021-02-01,263.638,0.08,242.215,1700,264.6,2.68,45.299,16604.9,2.81,1322,129224,-0.7,82.873,6.2,22830.910666666667,2021,2,2021,2
2021-03-01,264.914,0.07,245.319,1731,276.7,2.68,45.299,20422.6,3.0825,1459,129224,2,82.873,6.1,23061.636333333336,2021,3,2021,3
2021-04-01,266.67,0.07,249.063,1714,291.8,2.48,45.299,17316.6,3.06,1438,129224,1.1,82.873,6.1,23292.362,2021,4,2021,4
2021-05-01,268.444,0.06,253.465,1680,305.9,2.48,45.299,16819.1,2.9625,1337,129224,1.6,82.873,5.8,23471.232333333333,2021,5,2021,5
2021-06-01,270.559,0.08,258.42900000000003,1644,315.7,2.48,45.299,16736.3,2.975,1298,129224,1.6,82.873,5.9,23650.10266666667,2021,6,2021,6
2021-07-01,271.764,0.1,262.763,1618,313.542,2.3,45.299,16836.1,2.868,1361,129224,1.8,82.873,5.4,23828.973,2021,7,2021,7
2021-08-01,272.87,0.09,266.955,1837,313.083,2.3,45.299,16791.7,2.8425,1312,129224,0.8,82.873,5.2,24104.183,2021,8,2021,8
2021-09-01,274.028,0.08,270.447,1636,317.136,2.3,45.299,16564.3,2.9,1232,129224,0.7,82.873,4.8,24379.393,2021,9,2021,9
2021-10-01,276.522,0.08,273.855,1727,322.12,2.28,45.299,16547.4,3.0675,1259,129224,1.2,82.873,4.5,24654.603,2021,10,2021,10
2021-11-01,278.711,0.08,277.28,1775,328.94,2.28,45.299,16499.8,3.0675,1389,129224,2.9,82.873,4.2,24779.440666666665,2021,11,2021,11
2021-12-01,280.887,0.08,281.348,1948,335.032,2.28,45.299,16418.5,3.098,1337,129224,3.3,82.873,3.9,24904.278333333335,2021,12,2021,12
2022-01-01,282.599,0.08,285.829,1898,345.742,2.09,48.021,16080.8,3.445,1256,131202,3.5,83.084,4,25029.116,2022,1,2022,1
2022-02-01,284.61,0.08,290.92400000000004,1817,343.583,2.09,48.021,16092.7,3.7625,1371,131202,2.1,83.084,3.8,25200.835000000003,2022,2,2022,2
2022-03-01,287.472,0.2,296.228,1877,345.852,2.09,48.021,16028.1,4.172,1356,131202,1.9,83.084,3.6,25372.554,2022,3,2022,3
2022-04-01,288.611,0.33,300.569,1795,343.786,1.96,48.021,16042.6,4.9825,1361,131202,1.7,83.084,3.6,25544.273,2022,4,2022,4
2022-05-01,291.268,0.77,303.863,1708,353.015,1.96,48.021,16023.2,5.23,1446,131202,0.4,83.084,3.6,25694.395,2022,5,2022,5
2022-06-01,294.728,1.21,304.832,1701,349.8,1.96,48.021,15963.4,5.522,1392,131202,-1.4,83.084,3.6,25844.517,2022,6,2022,6
2022-07-01,294.628,1.68,303.8,1658,346.79,1.85,48.021,16109.3,5.4125,1396,131202,-2.7,83.084,3.5,25994.639,2022,7,2022,7
2022-08-01,295.32,2.33,301.637,1586,342.753,1.85,48.021,16161.4,5.2225,1355,131202,-2.4,83.084,3.7,26132.560999999998,2022,8,2022,8
2022-09-01,296.539,2.56,299.44,1588,336.464,1.85,48.021,16184.9,6.112,1438,131202,-1.8,83.084,3.5,26270.483,2022,9,2022,9
2022-10-01,297.987,3.08,299.033,1555,333.796,1.78,48.021,16223.5,6.9,1348,131202,-1.5,83.084,3.7,26408.405,2022,10,2022,10
2022-11-01,298.598,3.78,298.35,1402,330.369,1.78,48.021,16229.6,6.805,1543,131202,-1.4,83.084,3.6,26543.47033333333,2022,11,2022,11
2022-12-01,298.99,4.1,297.425,1409,326.449,1.78,48.021,16265.1,6.364,1390,131202,-1.3,83.084,3.5,26678.535666666667,2022,12,2022,12
